Je ne suis pas contre	I'm not against it	opinions
Pourquoi pas, après tout	Why not, after all	opinions
Je reste sceptique	I remain skeptical	opinions
Permets-moi d'en douter	Allow me to doubt it	opinions
Je ne dis pas le contraire	I'm not saying otherwise	opinions
C'est plus ou moins ça	That's more or less it	opinions
Disons que oui	Let's say yes	opinions
Tu n'as pas tort	You're not wrong	opinions
Vous n'avez pas tort	You're not wrong	opinions
C'est exactement ce que je pense	That's exactly what I think	opinions
On verra	We'll see	opinions
Bonne idée !	Good idea!	opinions
Excellente idée !	Great idea!	opinions
Bonne remarque.	Good point.	opinions
C'est juste.	That's true / fair point.	opinions
T'as pas tort.	You're not wrong.	opinions
C'est vrai, ça.	That's true, actually.	opinions
Bien vu !	Good catch / well spotted!	opinions
Ça marche pour moi.	Works for me.	opinions
C'est sympa.	That's nice.	opinions
Trop bien !	Awesome! / So cool!	opinions
Bref.	Anyway.	connecteurs
Enfin bon.	Oh well / anyway.	connecteurs
Du coup ?	So? / And then?	connecteurs
d'abord	first / first of all	connecteurs
tout d'abord	first and foremost	connecteurs
ensuite	then / next	connecteurs
puis	then	connecteurs
enfin	finally / at last	connecteurs
finalement	in the end / finally	connecteurs
après	afterwards	connecteurs
avant tout	above all	connecteurs
pour commencer	to begin with	connecteurs
pour finir	to finish	connecteurs
en premier lieu	in the first place	connecteurs
en second lieu	in the second place	connecteurs
premièrement	firstly	connecteurs
deuxièmement	secondly	connecteurs
cependant	however	connecteurs
pourtant	yet / even so	connecteurs
néanmoins	nevertheless	connecteurs
toutefois	however / nonetheless	connecteurs
en revanche	on the other hand	connecteurs
au contraire	on the contrary	connecteurs
malgré tout	despite everything	connecteurs
quand même	still / anyway	connecteurs
tout de même	all the same	connecteurs
bien que	although	connecteurs
même si	even if	connecteurs
alors que	whereas / while	connecteurs
tandis que	whereas	connecteurs
par exemple	for example	connecteurs
notamment	notably / in particular	connecteurs
en particulier	in particular	connecteurs
c'est pourquoi	that's why	connecteurs
par conséquent	consequently	connecteurs
ainsi	thus / so	connecteurs
de ce fait	therefore	connecteurs
voilà pourquoi	that's why	connecteurs
c'est la raison pour laquelle	that's the reason why	connecteurs
résultat	as a result	connecteurs
de plus	moreover	connecteurs
en plus	what's more	connecteurs
par ailleurs	furthermore	connecteurs
d'ailleurs	besides / actually	connecteurs
en outre	in addition	connecteurs
qui plus est	what's more	connecteurs
également	also / as well	connecteurs
de même	likewise	connecteurs
ainsi que	as well as	connecteurs
autrement dit	in other words	connecteurs
en d'autres termes	in other words	connecteurs
ce qui veut dire	which means	connecteurs
disons	let's say	connecteurs
en gros	roughly / basically	connecteurs
grosso modo	roughly speaking	connecteurs
en somme	in short	connecteurs
en résumé	to sum up	connecteurs
pour résumer	to summarize	connecteurs
en conclusion	in conclusion	connecteurs
pour conclure	to conclude	connecteurs
au final	in the end	connecteurs
d'une part	on the one hand	connecteurs
d'autre part	on the other hand	connecteurs
d'un côté	on one side	connecteurs
de l'autre côté	on the other side	connecteurs
à propos	by the way	connecteurs
au fait	by the way	connecteurs
soit dit en passant	by the way	connecteurs
en ce qui concerne	as far as ... is concerned	connecteurs
quant à	as for	connecteurs
à ce sujet	on that subject	connecteurs
au sujet de	regarding	connecteurs
justement	precisely	connecteurs
d'autant plus que	all the more since	connecteurs
puisque	since / given that	connecteurs
étant donné que	given that	connecteurs
vu que	seeing that	connecteurs
afin de	in order to	connecteurs
pour que	so that	connecteurs
de sorte que	so that	connecteurs
au cas où	in case	connecteurs
à condition que	provided that	connecteurs
sauf que	except that	connecteurs
en attendant	in the meantime	connecteurs
au lieu de	instead of	connecteurs
à part ça	apart from that	connecteurs
en fin de compte	in the end / when all's said	connecteurs
Au secours !	Help!	expressions
À l'aide !	Help!	expressions
Faites attention !	Be careful!	expressions
Laissez-moi tranquille !	Leave me alone!	expressions
Aidez-moi, s'il vous plaît !	Help me, please!	expressions
Attention, danger !	Careful, danger!	expressions
N'ayez pas peur.	Don't be afraid.	expressions
Calmez-vous.	Calm down.	expressions
Tout va bien se passer.	Everything's going to be okay.	expressions
Allez-vous-en !	Go away!	expressions
Arrêtez !	Stop!	expressions
Ça va aller.	It's going to be fine.	expressions
Ouf, quel soulagement	Phew, what a relief	expressions
Quoi de neuf ?	What's new?	expressions
Ça fait un bail !	Long time no see!	expressions
Ça fait longtemps !	It's been a long time!	expressions
Ça fait une éternité !	It's been ages!	expressions
Tant mieux !	So much the better!	expressions
Tant pis.	Too bad / never mind.	expressions
Dommage.	Too bad / what a shame.	expressions
C'est dommage.	That's a shame.	expressions
Quel dommage !	What a pity!	expressions
Pas mal.	Not bad.	expressions
Pas mal du tout !	Not bad at all!	expressions
Amuse-toi bien !	Have fun!	expressions
Amusez-vous bien !	Have fun! (formal/plural)	expressions
Profite bien !	Enjoy it!	expressions
Prends soin de toi.	Take care of yourself.	expressions
Fais attention à toi.	Take care of yourself.	expressions
T'inquiète.	No worries.	expressions
Ne t'inquiète pas.	Don't worry.	expressions
T'inquiète pas pour ça.	Don't worry about that.	expressions
Y'a pas de souci.	No worries.	expressions
Mais oui, bien entendu.	Why yes, of course.	expressions
Ah bon ?	Oh really?	expressions
Vraiment ?	Really?	expressions
Sérieux ?	Seriously?	expressions
Tu es sérieux ?	Are you serious?	expressions
Tu plaisantes ?	Are you joking?	expressions
Tu rigoles ?	You're kidding?	expressions
C'est pas vrai !	No way! / You're kidding!	expressions
Sans blague ?	No kidding?	expressions
Quoi de beau ?	What's good? / Anything new?	expressions
Alors, raconte !	So, tell me!	expressions
Tu deviens quoi ?	What have you been up to?	expressions
Volontiers !	Gladly!	expressions
C'est noté.	Noted.	expressions
Repose-toi bien.	Get some good rest.	expressions
Bon rétablissement !	Get well soon!	expressions
N'hésite pas.	Don't hesitate.	expressions
Quand tu veux.	Whenever you like.	expressions
C'est gentil.	That's kind of you.	expressions
Génial !	Great! / Awesome!	expressions
Super !	Great!	expressions
Cool !	Cool!	expressions
Oh là là !	Oh wow! / Oh dear!	expressions
Ça alors !	Well, well! / Wow!	expressions
Je n'en reviens pas.	I can't believe it.	expressions
Tu m'étonnes !	No surprise there! / Tell me about it!	expressions
Mince !	Darn! / Shoot!	expressions
Zut alors !	Dang it!	expressions
Tant qu'à faire.	Might as well.	expressions
Bonne chance pour ton entretien.	Good luck with your interview.	expressions
Continue comme ça !	Keep it up!	expressions
Tu vas y arriver.	You'll get there.	expressions
Lâche pas !	Don't give up!	expressions
On garde le contact.	Let's keep in touch.	expressions
Tiens-moi au courant.	Keep me posted.	expressions
On se tient au courant.	We'll keep each other posted.	expressions
petit à petit	little by little	expressions
avoir le cafard	to feel down / have the blues	expressions
coûter les yeux de la tête	to cost a fortune	expressions
revenons à nos moutons	let's get back to the subject	expressions
ça ne vaut pas la peine	it's not worth it	expressions
c'est pas grave	it's no big deal	expressions
mettre les pieds dans le plat	to put one's foot in it	expressions
ça craint	that sucks	expressions
c'est du gâteau	it's a piece of cake	expressions
poser un lapin	to stand someone up	expressions
avoir la flemme	to not feel like it / be lazy	expressions
en avoir marre	to be fed up	expressions
ras-le-bol	fed up / had enough	expressions
c'est la galère	what a hassle / nightmare	expressions
faire la grasse matinée	to sleep in	expressions
être à l'ouest	to be out of it / spaced out	expressions
avoir un coup de foudre	to fall in love at first sight	expressions
tomber dans les pommes	to faint	expressions
se prendre la tête	to overthink / stress out	expressions
avoir la pêche	to be full of energy	expressions
avoir le coup de barre	to suddenly feel exhausted	expressions
être crevé	to be exhausted	expressions
ça me saoule	it's annoying me	expressions
n'importe où	anywhere	expressions
n'importe comment	any old way / carelessly	expressions
en un clin d'œil	in the blink of an eye	expressions
au pif	at random / by guesswork	expressions
à la bonne franquette	casually / no fuss	expressions
boire un coup	to have a drink	expressions
casser les pieds	to annoy someone	expressions
ça tombe bien	that's good timing	expressions
ça tombe mal	that's bad timing	expressions
faire gaffe	to be careful / watch out	expressions
laisse tomber	forget it / drop it	expressions
ça vaut le détour	it's worth checking out	expressions
mine de rien	without seeming to / quietly	expressions
être dans la lune	to have one's head in the clouds	expressions
avoir d'autres chats à fouetter	to have other things to do	expressions
appeler un chat un chat	to call a spade a spade	expressions
en faire tout un fromage	to make a big fuss over nothing	expressions
avoir le bras long	to have connections / influence	expressions
chercher midi à quatorze heures	to overcomplicate things	expressions
donner sa langue au chat	to give up guessing	expressions
être au taquet	to be flat out / maxed out	expressions
prendre ses jambes à son cou	to run off as fast as one can	expressions
se mettre sur son trente et un	to dress up smartly	expressions
avoir un poil dans la main	to be very lazy	expressions
tenir le coup	to hold on / cope	expressions
en pleine forme	in great shape	expressions
ça suffit	that's enough	expressions
à vrai dire	to be honest	expressions
de toute façon	anyway / in any case	expressions
sans déconner	no kidding / seriously	expressions
c'est nickel	it's perfect / spotless	expressions
ça le fait	it works / that's fine	expressions
prendre son courage à deux mains	to gather one's courage	expressions
avoir la gueule de bois	to have a hangover	expressions
être sur la même longueur d'onde	to be on the same wavelength	expressions
y voir clair	to see things clearly	expressions
ne pas être dans son assiette	to feel off / under the weather	expressions
faire d'une pierre deux coups	to kill two birds with one stone	expressions
couper la poire en deux	to meet halfway / compromise	expressions
mettre de l'eau dans son vin	to tone it down / compromise	expressions
tourner autour du pot	to beat around the bush	expressions
avoir un chat dans la gorge	to have a frog in one's throat	expressions
prendre la mouche	to take offence easily	expressions
se serrer la ceinture	to tighten one's belt	expressions
jeter l'éponge	to throw in the towel	expressions
en mettre sa main au feu	to be absolutely certain	expressions
avoir le mot sur le bout de la langue	to have it on the tip of one's tongue	expressions
ça vaut mieux	that's for the best	expressions
faire la tête	to sulk	expressions
avoir un grain	to be a bit crazy	expressions
être réglé comme du papier à musique	to run like clockwork	expressions
ne pas y aller par quatre chemins	to get straight to the point	expressions
casser du sucre sur le dos de quelqu'un	to talk behind someone's back	expressions
être au bout du rouleau	to be at the end of one's rope	expressions
